PassengerId,Survived
892,0.003401360544217687
893,0.0
894,0.6122448979591837
895,0.588020086489474
896,0.6742046313474884
897,0.027829313543599257
898,0.3940582004769912
899,0.005437419723134008
900,0.3852413370720692
901,0.07646468160147309
902,0.03996962976554814
903,0.008066083576287658
904,1.0
905,0.6122448979591837
906,1.0
907,0.8832156694401586
908,0.022184674735695145
909,0.07646468160147309
910,0.987528344671202
911,0.0
912,0.011451247165532879
913,0.4864914941445554
914,1.0
915,0.027210884353741496
916,1.0
917,0.0
918,1.0
919,0.06926917740937853
920,0.33582226541410226
921,0.03996962976554814
922,0.0
923,0.0014577259475218659
924,0.62792355037253
925,0.13275464225867645
926,0.08231510604692141
927,0.11880577849965597
928,0.13275464225867645
929,0.2416114308971452
930,0.1826702726296774
931,0.03996962976554814
932,0.26125958319835874
933,0.08231510604692141
934,0.0
935,1.0
936,1.0
937,0.1826702726296774
938,0.2310311570515651
939,0.03996962976554814
940,1.0
941,0.891156462585034
942,0.14285714285714285
943,0.024263038548752835
944,1.0
945,1.0
946,0.0
947,0.1788102109530681
948,0.0
949,0.1826702726296774
950,0.03996962976554814
951,1.0
952,0.0
953,0.3760966735456533
954,0.11880577849965597
955,0.6742046313474884
956,0.8775510204081632
957,1.0
958,0.3852413370720692
959,0.0
960,0.3134272756721736
961,1.0
962,0.7629251700680274
963,0.07646468160147309
964,0.301634542775292
965,0.4969272413149964
966,1.0
967,0.7080498866213152
968,0.03996962976554814
969,1.0
970,0.0
971,0.7629251700680274
972,0.6512471655328799
973,0.0
974,0.6987096425871938
975,0.03996962976554814
976,0.0
977,0.03996962976554814
978,0.987528344671202
979,0.3852413370720692
980,0.13275464225867645
981,0.9737609329446064
982,0.6742046313474884
983,0.03996962976554814
984,0.7723841917719468
985,0.03996962976554814
986,0.8707482993197279
987,0.1826702726296774
988,1.0
989,0.37281175318390203
990,0.11020408163265305
991,0.0
992,1.0
993,0.024263038548752835
994,0.03996962976554814
995,0.18821865602367277
996,0.6871882086167803
997,0.0
998,0.07646468160147309
999,0.03996962976554814
1000,0.03996962976554814
1001,0.0045351473922902496
1002,0.1803206997084548
1003,0.13275464225867645
1004,1.0
1005,0.3852413370720692
1006,1.0
1007,0.11880577849965597
1008,0.03996962976554814
1009,0.9797214123744736
1010,0.6652305366591083
1011,1.0
1012,1.0
1013,0.03996962976554814
1014,1.0
1015,0.0
1016,0.03996962976554814
1017,0.5329247283328916
1018,0.06926917740937853
1019,0.13275464225867645
1020,0.3015980995572833
1021,0.11626094327174757
1022,0.45316890708705315
1023,0.4461451247165534
1024,0.13275464225867645
1025,0.03996962976554814
1026,0.001360544217687075
1027,0.11626094327174757
1028,0.18821865602367277
1029,0.005437419723134008
1030,0.5315003779289494
1031,0.0011337868480725624
1032,0.0
1033,1.0
1034,0.05657596371882086
1035,0.0
1036,0.6703433754454162
1037,0.3310738581146745
1038,0.08231510604692141
1039,0.06926917740937853
1040,0.08231510604692141
1041,0.0
1042,1.0
1043,0.03996962976554814
1044,0.02040816326530612
1045,0.891156462585034
1046,0.6530612244897959
1047,0.11626094327174757
1048,1.0
1049,0.5315003779289494
1050,0.6703433754454162
1051,0.6318432134758666
1052,0.13275464225867645
1053,0.08551992225461613
1054,0.28968253968253965
1055,0.03996962976554814
1056,0.1803206997084548
1057,0.6318432134758666
1058,0.9591836734693877
1059,0.11880577849965597
1060,1.0
1061,0.6742046313474884
1062,0.03996962976554814
1063,0.588020086489474
1064,0.000992063492063492
1065,0.03996962976554814
1066,0.0011337868480725624
1067,1.0
1068,1.0
1069,0.01984126984126984
1070,1.0
1071,1.0
1072,0.0
1073,0.3349179354281396
1074,1.0
1075,0.03996962976554814
1076,0.7723841917719468
1077,0.05353093618399741
1078,1.0
1079,0.0
1080,0.13275464225867645
1081,0.05353093618399741
1082,0.19382592086673706
1083,0.08231510604692141
1084,0.1020408163265306
1085,0.09523809523809523
1086,0.7993197278911565
1087,0.0
1088,0.9795918367346939
1089,0.3852413370720692
1090,0.0
1091,0.13275464225867645
1092,0.13275464225867645
1093,0.6975704567541303
1094,0.0
1095,1.0
1096,0.0
1097,0.08231510604692141
1098,0.9251700680272109
1099,0.0014577259475218659
1100,1.0
1101,0.1826702726296774
1102,0.45316890708705315
1103,0.03996962976554814
1104,0.0
1105,0.5782312925170068
1106,0.5782312925170068
1107,0.6703433754454162
1108,0.13275464225867645
1109,0.3180434078393262
1110,0.5804772702731887
1111,0.03996962976554814
1112,1.0
1113,0.07646468160147309
1114,0.9971655328798185
1115,0.07646468160147309
1116,1.0
1117,0.13275464225867645
1118,0.000992063492063492
1119,0.13275464225867645
1120,0.0
1121,0.0
1122,0.013605442176870748
1123,1.0
1124,0.07646468160147309
1125,0.03996962976554814
1126,0.11507936507936509
1127,0.2211854849317728
1128,0.0
1129,0.2211854849317728
1130,1.0
1131,1.0
1132,1.0
1133,0.9523809523809523
1134,0.2310311570515651
1135,0.03996962976554814
1136,0.03996962976554814
1137,0.33582226541410226
1138,0.9971655328798185
1139,0.3015980995572833
1140,1.0
1141,0.13275464225867645
1142,0.8095238095238095
1143,0.2211854849317728
1144,0.7652575315840618
1145,0.11626094327174757
1146,0.1952429223437627
1147,0.03996962976554814
1148,0.03996962976554814
1149,0.0
1150,1.0
1151,0.07646468160147309
1152,0.0
1153,0.07646468160147309
1154,1.0
1155,0.9797214123744736
1156,0.0
1157,0.03996962976554814
1158,0.08231510604692141
1159,0.03996962976554814
1160,0.13275464225867645
1161,0.0
1162,0.008066083576287658
1163,0.03996962976554814
1164,0.6938775510204082
1165,0.13275464225867645
1166,0.03996962976554814
1167,1.0
1168,0.0
1169,0.05353093618399741
1170,0.0
1171,0.0063465046159153545
1172,0.5315003779289494
1173,0.35461613216715265
1174,0.13275464225867645
1175,0.0
1176,0.23746625634380739
1177,0.0
1178,0.03996962976554814
1179,0.14285714285714285
1180,0.03996962976554814
1181,0.03996962976554814
1182,0.08231510604692141
1183,0.3940582004769912
1184,0.03996962976554814
1185,0.4461451247165534
1186,0.0
1187,0.18821865602367277
1188,0.8095238095238095
1189,0.03996962976554814
1190,0.08231510604692141
1191,0.37281175318390203
1192,0.45316890708705315
1193,0.0
1194,0.08300939423388404
1195,0.11626094327174757
1196,0.13275464225867645
1197,1.0
1198,0.08231510604692141
1199,0.35461613216715265
1200,0.011451247165532879
1201,0.0
1202,0.11880577849965597
1203,0.06926917740937853
1204,0.03996962976554814
1205,0.29931972789115646
1206,1.0
1207,0.5329247283328916
1208,0.3180434078393262
1209,0.24466040384407728
1210,0.588020086489474
1211,0.0063465046159153545
1212,0.18821865602367277
1213,0.1826702726296774
1214,0.005437419723134008
1215,0.3520408163265306
1216,1.0
1217,0.000992063492063492
1218,1.0
1219,0.008066083576287658
1220,0.024227888513602802
1221,0.008114674441205054
1222,1.0
1223,0.11507936507936509
1224,0.03996962976554814
1225,0.923705990332641
1226,0.588020086489474
1227,0.08231510604692141
1228,0.3760966735456533
1229,0.26125958319835874
1230,0.0
1231,0.03996962976554814
1232,0.0045351473922902496
1233,0.45316890708705315
1234,0.03996962976554814
1235,0.9659863945578231
1236,0.03996962976554814
1237,0.6871882086167803
1238,0.005437419723134008
1239,0.5782312925170068
1240,0.0014577259475218659
1241,1.0
1242,1.0
1243,0.0
1244,0.0045351473922902496
1245,0.0
1246,0.9797214123744736
1247,0.318040708346831
1248,0.9931972789115646
1249,0.03996962976554814
1250,0.03996962976554814
1251,0.3940582004769912
1252,0.003659039373325087
1253,0.8832156694401586
1254,1.0
1255,0.588020086489474
1256,0.36054421768707484
1257,0.13275464225867645
1258,0.03996962976554814
1259,0.6742046313474884
1260,1.0
1261,0.024227888513602802
1262,0.008114674441205054
1263,1.0
1264,0.6987096425871938
1265,0.07978620019436349
1266,1.0
1267,1.0
1268,0.6742046313474884
1269,0.008114674441205054
1270,0.011451247165532879
1271,0.27939207429003343
1272,0.03996962976554814
1273,0.18821865602367277
1274,0.13275464225867645
1275,0.923705990332641
1276,0.0
1277,0.8832156694401586
1278,0.11626094327174757
1279,0.0
1280,0.07646468160147309
1281,0.6512471655328799
1282,0.6394557823129252
1283,0.842857142857143
1284,0.6530612244897959
1285,0.0
1286,0.37281175318390203
1287,1.0
1288,0.11626094327174757
1289,1.0
1290,0.06926917740937853
1291,0.3310738581146745
1292,1.0
1293,0.0
1294,1.0
1295,0.6802721088435374
1296,0.6546323291221249
1297,0.24030764691502665
1298,0.0
1299,0.318040708346831
1300,0.13275464225867645
1301,0.09221736313573048
1302,0.13275464225867645
1303,1.0
1304,0.1360544217687075
1305,0.03996962976554814
1306,1.0
1307,0.014625850340136054
1308,0.03996962976554814
1309,0.03996962976554814
